region_key,driver,unit,value,low,high,source_url,last_verified,basis,notes,status
de-frankfurt,tax_abatement_years,years,0,,,,2026-07,modeled,"No US style property tax abatement exists in any of these markets. Zero is the correct answer. Exceptions: Mumbai reclassifies rather than abates, and Brazil's ReData expired 25 Feb 2026. Basis downgraded from sourced to modeled during QA: this is a documented negative finding with no single URL behind it, so it cannot claim sourced under rule 1.",filled
uk-slough,tax_abatement_years,years,0,,,,2026-07,modeled,"No US style property tax abatement exists in any of these markets. Zero is the correct answer. Exceptions: Mumbai reclassifies rather than abates, and Brazil's ReData expired 25 Feb 2026. Basis downgraded from sourced to modeled during QA: this is a documented negative finding with no single URL behind it, so it cannot claim sourced under rule 1.",filled
fr-paris,tax_abatement_years,years,0,,,,2026-07,modeled,"No US style property tax abatement exists in any of these markets. Zero is the correct answer. Exceptions: Mumbai reclassifies rather than abates, and Brazil's ReData expired 25 Feb 2026. Basis downgraded from sourced to modeled during QA: this is a documented negative finding with no single URL behind it, so it cannot claim sourced under rule 1.",filled
se-lulea,tax_abatement_years,years,0,,,,2026-07,modeled,"No US style property tax abatement exists in any of these markets. Zero is the correct answer. Exceptions: Mumbai reclassifies rather than abates, and Brazil's ReData expired 25 Feb 2026. Basis downgraded from sourced to modeled during QA: this is a documented negative finding with no single URL behind it, so it cannot claim sourced under rule 1.",filled
no-oslo,tax_abatement_years,years,0,,,,2026-07,modeled,"No US style property tax abatement exists in any of these markets. Zero is the correct answer. Exceptions: Mumbai reclassifies rather than abates, and Brazil's ReData expired 25 Feb 2026. Basis downgraded from sourced to modeled during QA: this is a documented negative finding with no single URL behind it, so it cannot claim sourced under rule 1.",filled
sg-singapore,tax_abatement_years,years,0,,,,2026-07,modeled,"No US style property tax abatement exists in any of these markets. Zero is the correct answer. Exceptions: Mumbai reclassifies rather than abates, and Brazil's ReData expired 25 Feb 2026. Basis downgraded from sourced to modeled during QA: this is a documented negative finding with no single URL behind it, so it cannot claim sourced under rule 1.",filled
jp-tokyo,tax_abatement_years,years,0,,,,2026-07,modeled,"No US style property tax abatement exists in any of these markets. Zero is the correct answer. Exceptions: Mumbai reclassifies rather than abates, and Brazil's ReData expired 25 Feb 2026. Basis downgraded from sourced to modeled during QA: this is a documented negative finding with no single URL behind it, so it cannot claim sourced under rule 1.",filled
in-mumbai,tax_abatement_years,years,0,,,,2026-07,modeled,"No US style property tax abatement exists in any of these markets. Zero is the correct answer. Exceptions: Mumbai reclassifies rather than abates, and Brazil's ReData expired 25 Feb 2026. Basis downgraded from sourced to modeled during QA: this is a documented negative finding with no single URL behind it, so it cannot claim sourced under rule 1.",filled
br-sao-paulo,tax_abatement_years,years,0,,,,2026-07,modeled,"No US style property tax abatement exists in any of these markets. Zero is the correct answer. Exceptions: Mumbai reclassifies rather than abates, and Brazil's ReData expired 25 Feb 2026. Basis downgraded from sourced to modeled during QA: this is a documented negative finding with no single URL behind it, so it cannot claim sourced under rule 1.",filled
mx-queretaro,tax_abatement_years,years,0,,,,2026-07,modeled,"No US style property tax abatement exists in any of these markets. Zero is the correct answer. Exceptions: Mumbai reclassifies rather than abates, and Brazil's ReData expired 25 Feb 2026. Basis downgraded from sourced to modeled during QA: this is a documented negative finding with no single URL behind it, so it cannot claim sourced under rule 1.",filled
ca-toronto,tax_abatement_years,years,0,,,,2026-07,modeled,"No US style property tax abatement exists in any of these markets. Zero is the correct answer. Exceptions: Mumbai reclassifies rather than abates, and Brazil's ReData expired 25 Feb 2026. Basis downgraded from sourced to modeled during QA: this is a documented negative finding with no single URL behind it, so it cannot claim sourced under rule 1.",filled
us-va-northern,incentive_tier,high / medium / low,high,,,https://rga.lis.virginia.gov/Published/2026/RD40/PDF,2026-01,modeled,"Rule applied to all 25 tier rows: HIGH = a statutory, data-center-specific incentive with a 10+ year term, materially covering the dominant cost base (equipment/energy or property), still open to new applicants, with a live pipeline of facilities using it. MEDIUM = a data-center-specific incentive exists but is narrower - shorter than 10 years, equipment-only, discretionary/negotiated, capped, or currently paused. LOW = no data-center-specific incentive (generic business incentives only) or an actively hostile posture (moratorium, grid-connection restriction, repeal, or a program closed to new applicants). The tier is an ordinal I assigned by applying this rule to sourced facts, so basis is modeled, not sourced. Northern Virginia / Loudoun = HIGH. Facts: (1) a statutory data-center-specific sales and use tax exemption (Va. Code 58.1-609.3(18)) runs through 30 June 2035 and is extendable to 2040 and 2050 for mega-investments, i.e. a term well over 10 years; (2) the Virginia Dept of Taxation's report to the General Assembly dated 2 Jan 2026 shows a live pipeline - 48 companies claimed the benefit in FY2024 and 56 in FY2025; (3) the program is open to new entrants via a VEDP MOU at 150M USD capex / 50 jobs, or 70M USD / 10 jobs in distressed localities.",filled
us-tx-dfw,incentive_tier,high / medium / low,high,,,https://comptroller.texas.gov/taxes/data-centers/data-center-lists.php,2026-05,modeled,"Rule applied to all 25 tier rows: HIGH = a statutory, data-center-specific incentive with a 10+ year term, materially covering the dominant cost base (equipment/energy or property), still open to new applicants, with a live pipeline of facilities using it. MEDIUM = a data-center-specific incentive exists but is narrower - shorter than 10 years, equipment-only, discretionary/negotiated, capped, or currently paused. LOW = no data-center-specific incentive (generic business incentives only) or an actively hostile posture (moratorium, grid-connection restriction, repeal, or a program closed to new applicants). The tier is an ordinal I assigned by applying this rule to sourced facts, so basis is modeled, not sourced. Dallas-Fort Worth = HIGH. Facts: (1) statutory sales and use tax exemptions of 10, 15 or 20 years by facility size (Tex. Tax Code 151.359 and 151.3595), the 20-year large-project version covering local sales tax as well as state; (2) the Comptroller's registry, last modified 29 May 2026, lists 48 registered qualifying data centers and 77 registered qualifying large data center projects - an unusually large live pipeline actually using the instrument, including DFW facilities in Richardson, Red Oak and Dallas; (3) no state-level pause or repeal is in force, in contrast to Ohio, Illinois, Oregon and Nebraska in 2026.",filled
us-az-phoenix,incentive_tier,high / medium / low,high,,,https://www.azcommerce.com/incentives/computer-data-center-program/,2033,modeled,"Rule applied to all 25 tier rows: HIGH = a statutory, data-center-specific incentive with a 10+ year term, materially covering the dominant cost base (equipment/energy or property), still open to new applicants, with a live pipeline of facilities using it. MEDIUM = a data-center-specific incentive exists but is narrower - shorter than 10 years, equipment-only, discretionary/negotiated, capped, or currently paused. LOW = no data-center-specific incentive (generic business incentives only) or an actively hostile posture (moratorium, grid-connection restriction, repeal, or a program closed to new applicants). The tier is an ordinal I assigned by applying this rule to sourced facts, so basis is modeled, not sourced. Phoenix = HIGH. Facts: (1) the Computer Data Center program (A.R.S. 41-1519) gives a data-center-specific exemption from state, county and municipal transaction privilege and use tax on qualifying equipment for up to 10 full calendar years, extended to up to 20 for Sustainable Redevelopment Projects - at or above the 10-year bar; (2) it is open to new applicants, the Arizona Commerce Authority being authorised to certify projects through 31 December 2033 (the only date the page states, used here as last_verified); (3) thresholds are low enough for a live pipeline - 50M USD within 5 years in Maricopa County (Phoenix), 25M USD elsewhere. Narrowing factor noted: it is equipment-only, with no data-center-specific property tax abatement, and Arizona's breaks were under budget scrutiny in 2026.",filled
us-ga-atlanta,incentive_tier,high / medium / low,medium,,,https://www.alston.com/en/insights/publications/2026/02/georgia-sales-tax-exemptions-data-centers,2026-02,modeled,"Rule applied to all 25 tier rows: HIGH = a statutory, data-center-specific incentive with a 10+ year term, materially covering the dominant cost base (equipment/energy or property), still open to new applicants, with a live pipeline of facilities using it. MEDIUM = a data-center-specific incentive exists but is narrower - shorter than 10 years, equipment-only, discretionary/negotiated, capped, or currently paused. LOW = no data-center-specific incentive (generic business incentives only) or an actively hostile posture (moratorium, grid-connection restriction, repeal, or a program closed to new applicants). The tier is an ordinal I assigned by applying this rule to sourced facts, so basis is modeled, not sourced. Atlanta = MEDIUM, not high. Facts: (1) Georgia's high-technology data center exemption (O.C.G.A. 48-8-3(68.1)) is real and covers state and local sales tax on equipment, but the operative window is 7 years to hit the investment threshold - below the 10-year bar - and it is equipment-only with no property tax component; (2) it carries a hard sunset, stated as 31 December 2031 by Alston and Bird on 12 Feb 2026 (the Georgia Dept of Audits evaluation says 2033, NCSL says 2032); (3) five bills filed in the 2026 session would curtail it - SB 408 (ends it 1 Jan 2027), SB 410 (ends it on enactment), SB 436 (suspends new certificates 1 Jul 2026 to 30 Jun 2027), HB 559 (ends it 31 Dec 2026) and HB 1012 (statewide construction pause to 1 Mar 2027). A live but shrinking and contested incentive is the definition of medium here.",filled
us-oh-columbus,incentive_tier,high / medium / low,medium,,,https://governor.ohio.gov/media/news-and-media/governor-dewine-announces-pause-of-data-center-tax-exemption,2026-05,modeled,"Rule applied to all 25 tier rows: HIGH = a statutory, data-center-specific incentive with a 10+ year term, materially covering the dominant cost base (equipment/energy or property), still open to new applicants, with a live pipeline of facilities using it. MEDIUM = a data-center-specific incentive exists but is narrower - shorter than 10 years, equipment-only, discretionary/negotiated, capped, or currently paused. LOW = no data-center-specific incentive (generic business incentives only) or an actively hostile posture (moratorium, grid-connection restriction, repeal, or a program closed to new applicants). The tier is an ordinal I assigned by applying this rule to sourced facts, so basis is modeled, not sourced. Columbus = MEDIUM. Facts: (1) Ohio's data-center-specific sales and use tax exemption (ORC 122.175) is generous where granted - 100% for 15 years for Microsoft's New Albany site in the Columbus market, per Signal Ohio, 30 Jul 2025 - which on term alone would be high; (2) but Governor DeWine announced on 27 May 2026 that he directed the Tax Credit Authority to pause consideration of any new data center tax exemption requests while the legislature studies the industry, so the program is closed to a new entrant even though it is not repealed; (3) it is discretionary and negotiated (term set case by case by the Tax Credit Authority) and equipment-only, with no property tax component. Paused plus discretionary plus equipment-only = medium.",filled
us-il-chicago,incentive_tier,high / medium / low,low,,,https://dceo.illinois.gov/expandrelocate/incentives/datacenters.html,2026-07,modeled,"Rule applied to all 25 tier rows: HIGH = a statutory, data-center-specific incentive with a 10+ year term, materially covering the dominant cost base (equipment/energy or property), still open to new applicants, with a live pipeline of facilities using it. MEDIUM = a data-center-specific incentive exists but is narrower - shorter than 10 years, equipment-only, discretionary/negotiated, capped, or currently paused. LOW = no data-center-specific incentive (generic business incentives only) or an actively hostile posture (moratorium, grid-connection restriction, repeal, or a program closed to new applicants). The tier is an ordinal I assigned by applying this rule to sourced facts, so basis is modeled, not sourced. Chicago = LOW, on the 'program closed to new applicants' branch of the rule rather than on absence. Facts: (1) the Illinois Data Centers Investment Program (20 ILCS 605/605-1025) is a strong instrument on paper - sales tax exemption in renewable 5-year increments across a 20-year life span, plus a construction-jobs credit and an optional local property tax abatement; (2) DCEO's own page states that per the Governor's directive it 'will no longer process applications for the data center incentive program as of July 1, 2026', so a new Chicago-market project cannot obtain a certificate; (3) NCSL (1 Apr 2026) separately records that no new certificates may be issued after 2029 and that the program requires 250M USD capex, 20 jobs at 120% of county median wage and carbon-neutral or green certification within 2 years. Existing certificate holders keep their 20 years; new entrants get nothing.",filled
us-ut-salt-lake-city,incentive_tier,high / medium / low,medium,,,https://www.ncsl.org/fiscal/subsidizing-servers-how-states-are-competing-to-attract-data-centers,2026-04,modeled,"Rule applied to all 25 tier rows: HIGH = a statutory, data-center-specific incentive with a 10+ year term, materially covering the dominant cost base (equipment/energy or property), still open to new applicants, with a live pipeline of facilities using it. MEDIUM = a data-center-specific incentive exists but is narrower - shorter than 10 years, equipment-only, discretionary/negotiated, capped, or currently paused. LOW = no data-center-specific incentive (generic business incentives only) or an actively hostile posture (moratorium, grid-connection restriction, repeal, or a program closed to new applicants). The tier is an ordinal I assigned by applying this rule to sourced facts, so basis is modeled, not sourced. Salt Lake City = MEDIUM. Facts: (1) Utah does have a data-center-specific sales and use tax exemption on machinery, equipment and repair parts for facilities of at least 150,000 sq ft (Utah Code 59-12-104, from SB 114 of 2020), recorded by NCSL's 1 Apr 2026 survey; (2) but it is equipment-only with no data-center-specific property tax abatement, and it is a flat statutory exemption with no term, no agreement and no negotiated uplift - there is nothing to score as a 10+ year committed term; (3) the policy direction is tightening, with Governor Cox issuing an executive order in late May 2026 setting 'a Higher Bar for Data Center Development in Utah' on water, air, wildlife and ratepayer protection. Real but narrow, so medium.",filled
us-tx-san-antonio,incentive_tier,high / medium / low,high,,,https://comptroller.texas.gov/taxes/data-centers/index.php,2026-02,modeled,"Rule applied to all 25 tier rows: HIGH = a statutory, data-center-specific incentive with a 10+ year term, materially covering the dominant cost base (equipment/energy or property), still open to new applicants, with a live pipeline of facilities using it. MEDIUM = a data-center-specific incentive exists but is narrower - shorter than 10 years, equipment-only, discretionary/negotiated, capped, or currently paused. LOW = no data-center-specific incentive (generic business incentives only) or an actively hostile posture (moratorium, grid-connection restriction, repeal, or a program closed to new applicants). The tier is an ordinal I assigned by applying this rule to sourced facts, so basis is modeled, not sourced. San Antonio = HIGH. Facts: (1) the same statutory Texas exemptions apply - 10 or 15 years under Tex. Tax Code 151.359 by capex tier, and 20 years under 151.3595 for a qualifying large data center project, which uniquely also exempts LOCAL sales tax; (2) San Antonio has demonstrably used the large-project route - Microsoft's SAT09-SAT13 project is certified from 15 Dec 2015 to 15 Dec 2035, a full 20-year term, and further San Antonio facilities (Alamo Data Center, ALE60, ALE61, San Antonio Data Center II) sit on the Comptroller's registers; (3) the program remains open, with facilities certified as recently as 2026. Comptroller page last updated 20 Feb 2026.",filled
us-or-portland,incentive_tier,high / medium / low,low,,,https://hillsboronewstimes.com/2026/07/22/hillsboro-pauses-more-data-center-tax-breaks-to-close-potential-loophole/,2026-07,modeled,"Rule applied to all 25 tier rows: HIGH = a statutory, data-center-specific incentive with a 10+ year term, materially covering the dominant cost base (equipment/energy or property), still open to new applicants, with a live pipeline of facilities using it. MEDIUM = a data-center-specific incentive exists but is narrower - shorter than 10 years, equipment-only, discretionary/negotiated, capped, or currently paused. LOW = no data-center-specific incentive (generic business incentives only) or an actively hostile posture (moratorium, grid-connection restriction, repeal, or a program closed to new applicants). The tier is an ordinal I assigned by applying this rule to sourced facts, so basis is modeled, not sourced. Portland = LOW, on the actively-hostile branch. Facts: (1) Oregon has no state data-center-specific incentive at all - NCSL (1 Apr 2026) records 'no dedicated incentive; data centers may access Enterprise Zones', and Oregon's lack of a sales tax is a general feature of the tax code, not an abatement; (2) the only instruments are generic local property tax tools, the Hillsboro enterprise zone at a maximum of 3 to 5 years and the Strategic Investment Program for very large investments; (3) both are frozen - Oregon HB 4084, passed in March 2026, imposed a one-year statewide moratorium on new data center tax exemptions from 6 June 2026, and Hillsboro City Council added a 180-day pause on new SIP agreements for standalone data centers on 21 July 2026. Politicians and the teachers' union are also suing Hillsboro and Washington County over existing data center breaks.",filled
us-ne-omaha,incentive_tier,high / medium / low,low,,,https://nebraskalegislature.gov/laws/statutes.php?statute=77-2704.62,2026-07,modeled,"Rule applied to all 25 tier rows: HIGH = a statutory, data-center-specific incentive with a 10+ year term, materially covering the dominant cost base (equipment/energy or property), still open to new applicants, with a live pipeline of facilities using it. MEDIUM = a data-center-specific incentive exists but is narrower - shorter than 10 years, equipment-only, discretionary/negotiated, capped, or currently paused. LOW = no data-center-specific incentive (generic business incentives only) or an actively hostile posture (moratorium, grid-connection restriction, repeal, or a program closed to new applicants). The tier is an ordinal I assigned by applying this rule to sourced facts, so basis is modeled, not sourced. Omaha = LOW, on the repeal branch. Facts: (1) Nebraska's data-center-specific sales and use tax exemption, Neb. Rev. Stat. 77-2704.62, was repealed by Laws 2026, LB901, Sec. 43, operative 1 July 2026 - the Legislature's own statute page now shows only the repeal note; (2) Governor Pillen signed an executive order on 21 July 2026 barring all new data center projects from ImagiNE Nebraska Act incentives (sales and use tax refunds, personal property tax exemptions, investment and wage credits), saying the state needs to 'attract givers, not takers'; (3) what remains for a new Omaha project is generic business incentives only. Existing Sarpy County agreements survive, but nothing data-center-specific is available going forward.",filled
us-ia-des-moines,incentive_tier,high / medium / low,high,,,https://nyemaster.com/news/immediate-iowa-tax-law-changes-for-data/,2025-06,modeled,"Rule applied to all 25 tier rows: HIGH = a statutory, data-center-specific incentive with a 10+ year term, materially covering the dominant cost base (equipment/energy or property), still open to new applicants, with a live pipeline of facilities using it. MEDIUM = a data-center-specific incentive exists but is narrower - shorter than 10 years, equipment-only, discretionary/negotiated, capped, or currently paused. LOW = no data-center-specific incentive (generic business incentives only) or an actively hostile posture (moratorium, grid-connection restriction, repeal, or a program closed to new applicants). The tier is an ordinal I assigned by applying this rule to sourced facts, so basis is modeled, not sourced. Des Moines = HIGH. Facts: (1) Iowa Code 423.3(95) gives a permanent, data-center-specific sales and use tax exemption on computers, equipment and related purchases at the 200M USD investment tier, with partial-refund tiers at 1M and 10M USD - no expiry for the taxpayer; (2) H.F. 976, effective 9 June 2025, kept a data-center-specific electricity and fuel exemption running 10 years for new or expanded facilities in cities over 30,000 (which is Des Moines) and 15 years in smaller cities, so the energy benefit clears the 10-year bar; (3) the Des Moines metro has a large live pipeline built on these provisions. Narrowing factors noted honestly: the 2025 law tightened the energy exemption from indefinite to time-limited, added a 30-job requirement, a 200M USD-in-6-years test and a clawback if 80% of the investment threshold is missed.",filled
us-nv-reno,incentive_tier,high / medium / low,high,,,https://goed.nv.gov/wp-content/uploads/2025/08/Data-Center-2026.pdf,2025-08,modeled,"Rule applied to all 25 tier rows: HIGH = a statutory, data-center-specific incentive with a 10+ year term, materially covering the dominant cost base (equipment/energy or property), still open to new applicants, with a live pipeline of facilities using it. MEDIUM = a data-center-specific incentive exists but is narrower - shorter than 10 years, equipment-only, discretionary/negotiated, capped, or currently paused. LOW = no data-center-specific incentive (generic business incentives only) or an actively hostile posture (moratorium, grid-connection restriction, repeal, or a program closed to new applicants). The tier is an ordinal I assigned by applying this rule to sourced facts, so basis is modeled, not sourced. Reno = HIGH, and it is the cleanest high in the set because it covers BOTH cost bases. Facts: (1) NRS 360.754 abates sales and use tax down to a 2% rate and NRS 361.0683 abates 75% of personal property tax, for the same project; (2) the terms are 10 years at 25M USD capex and 10 Nevada-resident jobs, or 20 years at 100M USD and 50 jobs, per Nevada GOED's Aug 2025 data center fact sheet - a Reno-market hyperscale campus sits in the 20-year tier; (3) the statutes are effective through 31 December 2056 and the Tahoe Reno Industrial Center in Storey County is a live, heavily used pipeline. Conditions are a 100%-of-statewide-average wage floor and at least 50% Nevada residents on construction labour.",filled
ie-dublin,incentive_tier,high / medium / low,low,,,https://www.cru.ie/about-us/news/the-cru-publishes-its-decision-on-new-electricity-connection-policy-for-data-centres/,2025-12,modeled,"Rule applied to all 25 tier rows: HIGH = a statutory, data-center-specific incentive with a 10+ year term, materially covering the dominant cost base (equipment/energy or property), still open to new applicants, with a live pipeline of facilities using it. MEDIUM = a data-center-specific incentive exists but is narrower - shorter than 10 years, equipment-only, discretionary/negotiated, capped, or currently paused. LOW = no data-center-specific incentive (generic business incentives only) or an actively hostile posture (moratorium, grid-connection restriction, repeal, or a program closed to new applicants). The tier is an ordinal I assigned by applying this rule to sourced facts, so basis is modeled, not sourced. Dublin = LOW, on the actively-hostile branch: the binding constraint is a grid-connection condition, which is a negative incentive. Facts: (1) the Commission for Regulation of Utilities published its decision on 12 December 2025 requiring a new data centre to bring generation and/or storage capacity, onsite or local, matching its requested maximum import demand; (2) it must also source at least 80% of annual electricity from new renewable projects in the Republic of Ireland, with a 6-year development window, and connection is assessed on whether the location is constrained or unconstrained - which is what bites in the Dublin region; (3) Ireland offers no data-centre-specific tax incentive - the 12.5% trading rate and the 15% Pillar Two rate are economy-wide, not sector instruments. A connection condition that requires you to build your own generation is the opposite of an incentive.",filled
nl-amsterdam,incentive_tier,high / medium / low,low,,,https://knowledge.sdialliance.org/policies/spatial-strategy-data-centers-2030,2022,modeled,"Rule applied to all 25 tier rows: HIGH = a statutory, data-center-specific incentive with a 10+ year term, materially covering the dominant cost base (equipment/energy or property), still open to new applicants, with a live pipeline of facilities using it. MEDIUM = a data-center-specific incentive exists but is narrower - shorter than 10 years, equipment-only, discretionary/negotiated, capped, or currently paused. LOW = no data-center-specific incentive (generic business incentives only) or an actively hostile posture (moratorium, grid-connection restriction, repeal, or a program closed to new applicants). The tier is an ordinal I assigned by applying this rule to sourced facts, so basis is modeled, not sourced. Amsterdam = LOW. Facts: (1) the Netherlands' national policy instrument is the Spatial Strategy Data Centers 2030 embedded in the NOVI, which is explicitly a 'selective growth' regime - siting is permitted only where energy demand can be met sustainably, residual heat can be supplied to district heating, and digital connectivity requirements are met; (2) hyperscale is steered away from the Amsterdam metropolitan area toward coastal sites such as Eemshaven and Middenmeer, with Amsterdam itself reserved for hyperconnectivity-driven co-location and further growth pushed toward Almere and South Holland - the successor regime to the 2019-2020 Amsterdam and Haarlemmermeer construction moratorium; (3) there is no data-centre-specific tax incentive, only the generic Energy Investment Allowance (EIA) available to any business. Siting restriction plus no sector incentive = low.",filled
de-frankfurt,incentive_tier,high / medium / low,low,,,https://www.gesetze-im-internet.de/enefg/,2023-11,modeled,"Rule applied to all 25 tier rows: HIGH = a statutory, data-center-specific incentive with a 10+ year term, materially covering the dominant cost base (equipment/energy or property), still open to new applicants, with a live pipeline of facilities using it. MEDIUM = a data-center-specific incentive exists but is narrower - shorter than 10 years, equipment-only, discretionary/negotiated, capped, or currently paused. LOW = no data-center-specific incentive (generic business incentives only) or an actively hostile posture (moratorium, grid-connection restriction, repeal, or a program closed to new applicants). The tier is an ordinal I assigned by applying this rule to sourced facts, so basis is modeled, not sourced. Frankfurt = LOW. Facts: (1) Germany's data-centre-specific legislation is the Energieeffizienzgesetz (EnEfG, in force from 18 Nov 2023), whose Abschnitt 4 is devoted to Rechenzentren (Secs. 11-14) - it imposes obligations (PUE limits, waste-heat reuse, renewable electricity, energy management and register reporting) and confers no tax relief or subsidy; (2) there is no data-centre-specific sales, equipment or property tax incentive in Germany, only generic investment and R&D allowances open to all sectors; (3) the binding constraints in the Frankfurt market are power price and grid capacity, not fiscal. An obligations-only statutory regime is the textbook low case.",filled
uk-slough,incentive_tier,high / medium / low,low,,,https://www.gov.uk/government/collections/ai-growth-zones,2026-01,modeled,"Rule applied to all 25 tier rows: HIGH = a statutory, data-center-specific incentive with a 10+ year term, materially covering the dominant cost base (equipment/energy or property), still open to new applicants, with a live pipeline of facilities using it. MEDIUM = a data-center-specific incentive exists but is narrower - shorter than 10 years, equipment-only, discretionary/negotiated, capped, or currently paused. LOW = no data-center-specific incentive (generic business incentives only) or an actively hostile posture (moratorium, grid-connection restriction, repeal, or a program closed to new applicants). The tier is an ordinal I assigned by applying this rule to sourced facts, so basis is modeled, not sourced. Slough = LOW. Facts: (1) the UK has no data-centre-specific tax incentive - no sales-tax equivalent exemption for IT equipment and no sector property relief; capital allowances are the ordinary corporate regime; (2) the one live sector programme, AI Growth Zones, offers planning support and improved access to power rather than tax relief, and the five zones designated so far are Oxfordshire (30 Apr 2025), the North East (16 Sep 2025), North Wales (13 Nov 2025), South Wales (20 Nov 2025) and Scotland/Lanarkshire (29 Jan 2026) - none in Slough or the Thames Valley, so Slough is outside the only support instrument that exists; (3) Slough's constraint is West London grid capacity, which no fiscal measure addresses.",filled
fr-paris,incentive_tier,high / medium / low,medium,,,https://knowledge.sdialliance.org/policies/france-offers-reduced-energy-tax-for-data-centers-that-meet-efficiency-criteria,2024-02,modeled,"Rule applied to all 25 tier rows: HIGH = a statutory, data-center-specific incentive with a 10+ year term, materially covering the dominant cost base (equipment/energy or property), still open to new applicants, with a live pipeline of facilities using it. MEDIUM = a data-center-specific incentive exists but is narrower - shorter than 10 years, equipment-only, discretionary/negotiated, capped, or currently paused. LOW = no data-center-specific incentive (generic business incentives only) or an actively hostile posture (moratorium, grid-connection restriction, repeal, or a program closed to new applicants). The tier is an ordinal I assigned by applying this rule to sourced facts, so basis is modeled, not sourced. Paris = MEDIUM. Facts: (1) France does have a data-centre-specific fiscal instrument - a reduced rate of the excise on electricity (the accise sur l'electricite, formerly TICFE/CSPE, restructured from 1 February 2024) for 'centres de stockage de donnees' on the consumption fraction above 1 GWh per calendar year, conditional on meeting energy-efficiency and ecological criteria; (2) it is an energy-tax rate reduction only - there is no data-centre-specific equipment or property tax exemption and no fixed multi-year committed term, so it does not clear the high bar; (3) the other support is generic, principally the Credit d'Impot Recherche research tax credit, which is open to all sectors. A real but narrow, energy-only sector measure = medium.",filled
se-lulea,incentive_tier,high / medium / low,low,,,https://knowledge.sdialliance.org/policies/sweden-abolishes-tax-incentives-for-data-centers,2024-06,modeled,"Rule applied to all 25 tier rows: HIGH = a statutory, data-center-specific incentive with a 10+ year term, materially covering the dominant cost base (equipment/energy or property), still open to new applicants, with a live pipeline of facilities using it. MEDIUM = a data-center-specific incentive exists but is narrower - shorter than 10 years, equipment-only, discretionary/negotiated, capped, or currently paused. LOW = no data-center-specific incentive (generic business incentives only) or an actively hostile posture (moratorium, grid-connection restriction, repeal, or a program closed to new applicants). The tier is an ordinal I assigned by applying this rule to sourced facts, so basis is modeled, not sourced. Lulea = LOW, and any source still quoting Sweden's energy tax refund is stale. Facts: (1) Sweden abolished the data-centre energy tax reduction with effect from 1 July 2023 - the deduction/refund on electricity consumed in computer halls and the ability to register as a voluntary taxpayer for that electricity were both removed, per the Swedish Tax Agency (Skatteverket) as recorded on this page dated 29 June 2024; (2) before the repeal the benefit was the difference between the standard rate and 0.6 ore per kWh, i.e. a near-total energy tax exemption - the single largest reason Lulea was competitive, and it is gone; (3) nothing data-centre-specific replaced it, and the Swedish National Audit Office concluded the scheme had been poorly implemented. Post-repeal, Lulea competes on climate and power price, not on incentives.",filled
no-oslo,incentive_tier,high / medium / low,low,,,https://www.regjeringen.no/no/aktuelt/avvikler-redusert-elavgift-for-datasentre-og-kryptoutvinning/id2930646/,2022-10,modeled,"Rule applied to all 25 tier rows: HIGH = a statutory, data-center-specific incentive with a 10+ year term, materially covering the dominant cost base (equipment/energy or property), still open to new applicants, with a live pipeline of facilities using it. MEDIUM = a data-center-specific incentive exists but is narrower - shorter than 10 years, equipment-only, discretionary/negotiated, capped, or currently paused. LOW = no data-center-specific incentive (generic business incentives only) or an actively hostile posture (moratorium, grid-connection restriction, repeal, or a program closed to new applicants). The tier is an ordinal I assigned by applying this rule to sourced facts, so basis is modeled, not sourced. Oslo = LOW. Facts: (1) Norway's Ministry of Finance announced on 6 October 2022, as part of the 2023 budget, that it was abolishing the reduced electricity tax rate for data centres - 'kraft til datasentre vil dermed vaere ilagt elavgift etter alminnelige satser', i.e. power to data centres is now taxed at the general rate like any other service industry; (2) the stated reason was power scarcity and the impossibility of separating crypto-mining load from other data centre load, so the whole reduced rate was withdrawn rather than narrowed; (3) no data-centre-specific tax incentive replaced it, and Norway has since moved further the other way with a proposed ban on new crypto-mining data centres. Removal of the one sector instrument = low.",filled
sg-singapore,incentive_tier,high / medium / low,low,,,https://www.edb.gov.sg/en/about-edb/media-releases-publications/launch-of-second-data-centre-call-for-application.html,2025-12,modeled,"Rule applied to all 25 tier rows: HIGH = a statutory, data-center-specific incentive with a 10+ year term, materially covering the dominant cost base (equipment/energy or property), still open to new applicants, with a live pipeline of facilities using it. MEDIUM = a data-center-specific incentive exists but is narrower - shorter than 10 years, equipment-only, discretionary/negotiated, capped, or currently paused. LOW = no data-center-specific incentive (generic business incentives only) or an actively hostile posture (moratorium, grid-connection restriction, repeal, or a program closed to new applicants). The tier is an ordinal I assigned by applying this rule to sourced facts, so basis is modeled, not sourced. Singapore = LOW, with the reason stated precisely because it is easy to mislabel. Facts: (1) the 2019-2022 moratorium was lifted and replaced by a Call for Application, and the second round (DC-CFA2) was launched on 1 December 2025 making at least 200 MW of capacity available, with registration closing 5 December 2025; (2) a CFA is an ALLOCATION mechanism - operators compete for scarce megawatts against energy-efficiency and green-energy criteria - not a fiscal incentive; winning gives you the right to build, not a tax reduction; (3) Singapore has no data-centre-specific tax exemption; fiscal support is via generic, negotiated schemes open to all industries. Rationed capacity with sustainability conditions attached scores low on an incentive scale even though the market itself is highly attractive.",filled
